aishe_code,institution_name,category,state,district,university_affiliation,source_year,verification_status,is_premium,naac_grade,established_year,cei_id,removal_reason
indian-statistical-institute-kolkata,Indian Statistical Institute,College,West Bengal,Kolkata,,2020-21,UNVERIFIED,True,NA,1931,CEI-IN-8C72F810A587,INVALID_AISHE_FORMAT
visva-bharati-university,Visva-Bharati University,College,West Bengal,Birbhum,UGC,2020-21,UNVERIFIED,True,B++,1921,CEI-IN-093CBB223A25,INVALID_AISHE_FORMAT
jadavpur-university-kolkata,Jadavpur University,College,West Bengal,Kolkata,,2020-21,UNVERIFIED,True,,,CEI-IN-4BD6C4E16AF4,INVALID_AISHE_FORMAT
heritage-institute-of-technology,Heritage Institute of Technology,College,West Bengal,Kolkata,MAKAUT (Autonomous),2020-21,UNVERIFIED,True,A,2001,CEI-IN-382AE5C1B43C,INVALID_AISHE_FORMAT
indian-institute-of-engineerin-shibpur,Indian Institute of Engineering Science and Technology,College,West Bengal,Shibpur,,2020-21,UNVERIFIED,True,,,CEI-IN-B03E7A55C457,INVALID_AISHE_FORMAT
presidency-university-kolkata,Presidency University,College,West Bengal,Kolkata,UGC,2020-21,UNVERIFIED,True,A,1817,CEI-IN-77158194B3E1,INVALID_AISHE_FORMAT
bidhan-chandra-krishi-viswavidyalaya,Bidhan Chandra Krishi Viswavidyalaya,College,West Bengal,Nadia,ICAR,2020-21,UNVERIFIED,True,NA,1974,CEI-IN-D0FA5489155A,INVALID_AISHE_FORMAT
maulana-abul-kalam-azad-univer-nadia,Maulana Abul Kalam Azad University of Technology,College,West Bengal,Nadia,,2020-21,UNVERIFIED,True,,,CEI-IN-CA2958EFC702,INVALID_AISHE_FORMAT
national-institute-of-technolo-durgapur,National Institute of Technology Durgapur,College,West Bengal,Durgapur,,2020-21,UNVERIFIED,True,,,CEI-IN-BB06A02C5D5E,INVALID_AISHE_FORMAT
ipgmer-sskm-hospital,Institute of Post Graduate Medical Education and Research,College,West Bengal,Kolkata,WBUHS,2020-21,UNVERIFIED,True,NA,1957,CEI-IN-CB150585083D,INVALID_AISHE_FORMAT
iem-kolkata,Institute of Engineering and Management,College,West Bengal,Kolkata,MAKAUT,2020-21,UNVERIFIED,True,A,1989,CEI-IN-98C281462C6F,INVALID_AISHE_FORMAT
nujs-kolkata,West Bengal National University of Juridical Sciences,College,West Bengal,Kolkata,Bar Council of India,2020-21,UNVERIFIED,True,A,1999,CEI-IN-840065510818,INVALID_AISHE_FORMAT
iim-calcutta,Indian Institute of Management Calcutta,College,West Bengal,Kolkata,,2020-21,UNVERIFIED,True,NA,1961,CEI-IN-71E72E8BB15B,INVALID_AISHE_FORMAT
st-xaviers-college-kolkata,St. Xavier's College (Autonomous),College,West Bengal,Kolkata,University of Calcutta (Autonomous),2020-21,UNVERIFIED,True,A++,1860,CEI-IN-C0EC44568B4D,INVALID_AISHE_FORMAT
iiest-shibpur,"Indian Institute of Engineering Science and Technology, Shibpur",College,West Bengal,Howrah,,2020-21,UNVERIFIED,True,NA,1856,CEI-IN-0FCF7A54BB56,INVALID_AISHE_FORMAT
iiser-kolkata,Indian Institute of Science Education and Research Kolkata,College,West Bengal,Nadia,,2020-21,UNVERIFIED,True,NA,2006,CEI-IN-619F80D5D52C,INVALID_AISHE_FORMAT
haldia-institute-of-technology-haldia,Haldia Institute of Technology,College,West Bengal,Haldia,,2020-21,UNVERIFIED,True,,,CEI-IN-9A90BAE2A047,INVALID_AISHE_FORMAT
university-of-calcutta,University of Calcutta,College,West Bengal,Kolkata,UGC,2020-21,UNVERIFIED,True,A++,1857,CEI-IN-18488C020E71,INVALID_AISHE_FORMAT
nit-durgapur,National Institute of Technology Durgapur,College,West Bengal,Paschim Bardhaman,,2020-21,UNVERIFIED,True,NA,1960,CEI-IN-5761103C3AA8,INVALID_AISHE_FORMAT
medical-college-kolkata,"Medical College and Hospital, Kolkata",College,West Bengal,Kolkata,WBUHS,2020-21,UNVERIFIED,True,NA,1835,CEI-IN-4005B7DABF9B,INVALID_AISHE_FORMAT
iit-kharagpur,Indian Institute of Technology Kharagpur,College,West Bengal,Paschim Medinipur,,2020-21,UNVERIFIED,True,NA,1951,CEI-IN-A376DA37414F,INVALID_AISHE_FORMAT
st-xaviers-university-kolkata,St. Xavier's University,College,West Bengal,North 24 Parganas,UGC,2020-21,UNVERIFIED,True,NA,2017,CEI-IN-3C039AF45BAC,INVALID_AISHE_FORMAT
makaut-kolkata,Maulana Abul Kalam Azad University of Technology,College,West Bengal,Nadia,UGC,2020-21,UNVERIFIED,True,B++,2001,CEI-IN-15173DEC36DD,INVALID_AISHE_FORMAT
indian-institute-of-technology-kharagpur,Indian Institute of Technology Kharagpur,College,West Bengal,Kharagpur,,2020-21,UNVERIFIED,True,,,CEI-IN-3CFAE1DCFDE9,INVALID_AISHE_FORMAT
jalpaiguri-government-engineer-jalpaiguri,Jalpaiguri Government Engineering College,College,West Bengal,Jalpaiguri,,2020-21,UNVERIFIED,True,,,CEI-IN-67900689E637,INVALID_AISHE_FORMAT
jadavpur-university,Jadavpur University,College,West Bengal,Kolkata,UGC,2020-21,UNVERIFIED,True,A++,1955,CEI-IN-3EA6CA6DAFA9,INVALID_AISHE_FORMAT
ramakrishna-mission-vidyamandira,Ramakrishna Mission Vidyamandira,College,West Bengal,Howrah,University of Calcutta (Autonomous),2020-21,UNVERIFIED,True,A++,1941,CEI-IN-7580A5B8E91D,INVALID_AISHE_FORMAT
techno-india-university,Techno India University,College,West Bengal,Kolkata,,2020-21,UNVERIFIED,True,,,CEI-IN-BB9AF17A159C,INVALID_AISHE_FORMAT
C-13023,Green Valley College of Education,College,Rajasthan,Bhilwara,,2020-21,UNVERIFIED,False,,2008,CEI-IN-7D4650986F5E,DUPLICATE_NAME_AFFILIATION
C-13077,Dayanand College,College,Rajasthan,Ajmer,,2020-21,UNVERIFIED,False,,1942,CEI-IN-989007E5EA4F,DUPLICATE_NAME_AFFILIATION
C-14566,S.R.M. College of Education,College,Tamil Nadu,Ariyalur,,2020-21,UNVERIFIED,False,,2007,CEI-IN-99248585BB6E,DUPLICATE_NAME_AFFILIATION
C-14971,Modern College of Education,College,Tamil Nadu,Ariyalur,,2020-21,UNVERIFIED,False,,2008,CEI-IN-7FFF3FFDC57F,DUPLICATE_NAME_AFFILIATION
C-15058,St. Xavier's College,College,Jharkhand,Ranchi,,2020-21,UNVERIFIED,False,,1944,CEI-IN-A59FFB9E4143,DUPLICATE_NAME_AFFILIATION
C-15066,Maulana Azad College,College,Jharkhand,Ranchi,,2020-21,UNVERIFIED,False,,1971,CEI-IN-D02D9EE28799,DUPLICATE_NAME_AFFILIATION
C-15011,S.N. College of Education,College,Tamil Nadu,Vellore,,2020-21,UNVERIFIED,False,,2009,CEI-IN-47C8765B3AC0,DUPLICATE_NAME_AFFILIATION
C-16424,Medical College,College,West Bengal,Kolkata,,2020-21,UNVERIFIED,False,,1835,CEI-IN-DF2D771BECA3,DUPLICATE_NAME_AFFILIATION
C-16714,St. Xavier's College,College,Nagaland,Peren,,2020-21,UNVERIFIED,False,,2005,CEI-IN-C70695C866AE,DUPLICATE_NAME_AFFILIATION
C-19097,Institute of Education,College,West Bengal,Purba Medinipur,,2020-21,UNVERIFIED,False,,2004,CEI-IN-62C0ED8DC1B2,DUPLICATE_NAME_AFFILIATION
C-21342,College of Teacher Education,College,Odisha,Balasore,,2020-21,UNVERIFIED,False,,1977,CEI-IN-E67F89D721AF,DUPLICATE_NAME_AFFILIATION
C-22907,National College of Education,College,Jammu and Kashmir,Jammu,,2020-21,UNVERIFIED,False,,2001,CEI-IN-24DDF3E0E1E6,DUPLICATE_NAME_AFFILIATION
C-22927,Government College of Education,College,Jammu and Kashmir,Jammu,,2020-21,UNVERIFIED,False,,1954,CEI-IN-A2E979E41202,DUPLICATE_NAME_AFFILIATION
C-22901,Shivalik College of Education,College,Jammu and Kashmir,Udhampur,,2020-21,UNVERIFIED,False,,1998,CEI-IN-441991D6E4E0,DUPLICATE_NAME_AFFILIATION
C-22991,Vivekananda College of Education,College,Jammu and Kashmir,Kathua,,2020-21,UNVERIFIED,False,,1995,CEI-IN-2C2950D1CC80,DUPLICATE_NAME_AFFILIATION
C-25625,Geethanjali Degree College,College,Telangana,Medak,,2020-21,UNVERIFIED,False,,2004,CEI-IN-358256A2870E,DUPLICATE_NAME_AFFILIATION
C-25793,Holy Trinity College of Education,College,Telangana,Ranga Reddy,,2020-21,UNVERIFIED,False,,2002,CEI-IN-6899359F9C1C,DUPLICATE_NAME_AFFILIATION
C-25919,Modern College of Education,College,Telangana,Ranga Reddy,,2020-21,UNVERIFIED,False,,2002,CEI-IN-078E056564F4,DUPLICATE_NAME_AFFILIATION
C-25878,Vivekananda College of Education,College,Telangana,Ranga Reddy,,2020-21,UNVERIFIED,False,,2007,CEI-IN-45B269C622FA,DUPLICATE_NAME_AFFILIATION
C-25869,S.R.M. College of Education,College,Telangana,Ranga Reddy,,2020-21,UNVERIFIED,False,,2011,CEI-IN-25E02DF43353,DUPLICATE_NAME_AFFILIATION
C-25710,National College of Education,College,Telangana,Medak,,2020-21,UNVERIFIED,False,,2002,CEI-IN-03245F3D580D,DUPLICATE_NAME_AFFILIATION
C-26156,St. Johns College of Education,College,Telangana,Ranga Reddy,,2020-21,UNVERIFIED,False,,2007,CEI-IN-69AE3A1784C8,DUPLICATE_NAME_AFFILIATION
C-25974,Academy of Management Studies,College,Telangana,Ranga Reddy,,2020-21,UNVERIFIED,False,,2009,CEI-IN-D528D9FA7B06,DUPLICATE_NAME_AFFILIATION
C-26428,Vivekananda College of Education,College,Assam,Sribhumi,,2020-21,UNVERIFIED,False,,1995,CEI-IN-C21CAD53B882,DUPLICATE_NAME_AFFILIATION
C-26613,S.N. College of Education,College,Rajasthan,Dholpur,,2020-21,UNVERIFIED,False,,2008,CEI-IN-80E18906DBC0,DUPLICATE_NAME_AFFILIATION
C-29453,College of Agriculture,College,Haryana,Hisar,,2020-21,UNVERIFIED,False,,1970,CEI-IN-5FC20BD8D9D4,DUPLICATE_NAME_AFFILIATION
C-30267,Bharath College of Education,College,Andhra Pradesh,Y.S.R. Kadapa,,2020-21,UNVERIFIED,False,,2002,CEI-IN-BD845B1EBCDC,DUPLICATE_NAME_AFFILIATION
C-30786,J.K College of Education,College,Jammu and Kashmir,Jammu,,2020-21,UNVERIFIED,False,,2003,CEI-IN-8577937FA423,DUPLICATE_NAME_AFFILIATION
C-32852,Guru Nanak Institute of Management,College,Delhi,West,,2020-21,UNVERIFIED,False,,1996,CEI-IN-DD44D1765577,DUPLICATE_NAME_AFFILIATION
C-33324,College of Fisheries,College,Chhattisgarh,Kabeerdham,,2020-21,UNVERIFIED,False,,2010,CEI-IN-7C7B8033D57E,DUPLICATE_NAME_AFFILIATION
C-32893,Ali Yavar Jung National Institute for the Hearing Handicapped,College,Delhi,New Delhi,,2020-21,UNVERIFIED,False,,1983,CEI-IN-D0A0F368B92F,DUPLICATE_NAME_AFFILIATION
C-35006,JSS College of Pharmacy,College,Tamil Nadu,The Nilgiris,,2020-21,UNVERIFIED,False,,1980,CEI-IN-D9CDE886C68C,DUPLICATE_NAME_AFFILIATION
C-39668,University Law College,College,Odisha,Khordha,,2020-21,UNVERIFIED,False,,1975,CEI-IN-BCA3F6AE996E,DUPLICATE_NAME_AFFILIATION
C-40842,Siddhartha Degree College,College,Odisha,Sonepur,,2020-21,UNVERIFIED,False,,1993,CEI-IN-CD93D59FBD52,DUPLICATE_NAME_AFFILIATION
C-40999,Imperial College,College,Odisha,Bargarh,,2020-21,UNVERIFIED,False,,2008,CEI-IN-7DE2F6BDDE51,DUPLICATE_NAME_AFFILIATION
C-40854,S.S.College,College,Odisha,Sundargarh,,2020-21,UNVERIFIED,False,,1979,CEI-IN-B486C02C3BC6,DUPLICATE_NAME_AFFILIATION
C-41056,St. Joseph's College for Women,College,Tamil Nadu,Tiruppur,,2020-21,UNVERIFIED,False,,2000,CEI-IN-4D960F411A4E,DUPLICATE_NAME_AFFILIATION
C-40955,Women's College,College,Odisha,Jharsuguda,,2020-21,UNVERIFIED,False,,1982,CEI-IN-8DD5D6E2B7AC,DUPLICATE_NAME_AFFILIATION
C-43582,College of Agricultural Engineering & Technology,College,Maharashtra,Ratnagiri,,2020-21,UNVERIFIED,False,,1999,CEI-IN-11E411AB1E13,DUPLICATE_NAME_AFFILIATION
C-43575,College of Fisheries,College,Maharashtra,Ratnagiri,,2020-21,UNVERIFIED,False,,1981,CEI-IN-566C1985200C,DUPLICATE_NAME_AFFILIATION
C-43404,Morning Star College,College,West Bengal,North 24 Parganas,,2020-21,UNVERIFIED,False,,1971,CEI-IN-3F0D94A4D100,DUPLICATE_NAME_AFFILIATION
C-43576,College of Forestry,College,Maharashtra,Ratnagiri,,2020-21,UNVERIFIED,False,,2005,CEI-IN-6377E3D41C61,DUPLICATE_NAME_AFFILIATION
C-44646,Mahatma Gandhi College,College,West Bengal,Purulia,,2020-21,UNVERIFIED,False,,1981,CEI-IN-C1BA96A08192,DUPLICATE_NAME_AFFILIATION
C-451,College of Veterinary Science,College,Punjab,Ludhiana,,2020-21,UNVERIFIED,False,,-,CEI-IN-51A6700EBBD1,DUPLICATE_NAME_AFFILIATION
C-44855,Command Hospital,College,Karnataka,Bengaluru Urban,,2020-21,UNVERIFIED,False,,1977,CEI-IN-5CFEC6CF1128,DUPLICATE_NAME_AFFILIATION
C-452,College of Fisheries,College,Punjab,Ludhiana,,2020-21,UNVERIFIED,False,,-,CEI-IN-442F7FF5EC75,DUPLICATE_NAME_AFFILIATION
C-44691,Government College of Education,College,West Bengal,Purba Bardhaman,,2020-21,UNVERIFIED,False,,1964,CEI-IN-DAFB886073A3,DUPLICATE_NAME_AFFILIATION
C-47970,GAYATRI DEGREE COLLEGE,College,Telangana,Warangal,,2020-21,UNVERIFIED,False,,2012,CEI-IN-AA198502B1E8,DUPLICATE_NAME_AFFILIATION
C-48809,WESTIN COLLEGE OF HOTEL MANAGEMENT,College,Telangana,Hyderabad,,2020-21,UNVERIFIED,False,,2012,CEI-IN-85A1A86D6505,DUPLICATE_NAME_AFFILIATION
C-49567,Government Ayurvedic College,College,Bihar,Patna,,2020-21,UNVERIFIED,False,,1926,CEI-IN-8759E6812CFF,DUPLICATE_NAME_AFFILIATION
C-50183,ROYAL COLLEGE OF EDUCATION,College,Uttar Pradesh,Sitapur,,2020-21,UNVERIFIED,False,,2014,CEI-IN-AA9FD0879A30,DUPLICATE_NAME_AFFILIATION
C-50491,PARAMOUNT COLLEGE OF EDUCATION,College,Jammu and Kashmir,Pulwama,,2020-21,UNVERIFIED,False,,2014,CEI-IN-757FDB615F32,DUPLICATE_NAME_AFFILIATION
C-51006,College of Pharmaceutical Sciences,College,Kerala,Thiruvananthapuram,,2020-21,UNVERIFIED,False,,1967,CEI-IN-137C56C42AE5,DUPLICATE_NAME_AFFILIATION
C-52535,MEDHA DEGREE COLLEGE,College,Telangana,Medak,,2020-21,UNVERIFIED,False,,2014,CEI-IN-3A3ECD19A17D,DUPLICATE_NAME_AFFILIATION
C-52242,COLUMBIA COLLEGE OF NURSING,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,False,,2012,CEI-IN-097BD8BA31AE,DUPLICATE_NAME_AFFILIATION
C-52135,School of Basic Science,College,Odisha,Rayagada,,2020-21,UNVERIFIED,False,,2011,CEI-IN-28E64C46BFAF,DUPLICATE_NAME_AFFILIATION
C-53103,College of Fisheries Science,College,Gujarat,Navsari,,2020-21,UNVERIFIED,False,,2015,CEI-IN-DA4F72946B4D,DUPLICATE_NAME_AFFILIATION
C-53234,Universal College of Education,College,West Bengal,Malda,,2020-21,UNVERIFIED,False,,2015,CEI-IN-D7FF2742383A,DUPLICATE_NAME_AFFILIATION
C-53692,CHRIST COLLEGE,College,Madhya Pradesh,Rajgarh,,2020-21,UNVERIFIED,False,,2007,CEI-IN-A4DF91106B31,DUPLICATE_NAME_AFFILIATION
C-54332,S.D. College of Education,College,Uttarakhand,Udham Singh Nagar,,2020-21,UNVERIFIED,False,,2013,CEI-IN-ED3EF24EC2B3,DUPLICATE_NAME_AFFILIATION
C-55299,College of Home Science,College,Andhra Pradesh,Guntur,,2020-21,UNVERIFIED,False,,2013,CEI-IN-B3E0D3236B0B,DUPLICATE_NAME_AFFILIATION
C-55141,LITTLE FLOWER COLLEGE OF NURSING,College,Kerala,Thiruvananthapuram,,2020-21,UNVERIFIED,False,,2013,CEI-IN-204980B4CB91,DUPLICATE_NAME_AFFILIATION
C-55097,KRISHNA COLLEGE OF EDUCATION,College,Tamil Nadu,Tiruvannamalai,,2020-21,UNVERIFIED,False,,2013,CEI-IN-56BCC5157379,DUPLICATE_NAME_AFFILIATION
C-54819,Bharathi College of Education,College,Karnataka,Tumakuru,,2020-21,UNVERIFIED,False,,2007,CEI-IN-579DDFD43680,DUPLICATE_NAME_AFFILIATION
C-55874,PROVINCE COLLEGE,College,Karnataka,Bengaluru Urban,,2020-21,UNVERIFIED,False,,2014,CEI-IN-EEE4AB80FD2D,DUPLICATE_NAME_AFFILIATION
C-55707,SHRI KRISHNA COLLEGE OF EDUCATION,College,Uttar Pradesh,Baghpat,,2020-21,UNVERIFIED,False,,2013,CEI-IN-77485C20C6C0,DUPLICATE_NAME_AFFILIATION
C-55674,Vivekanand College,College,Rajasthan,Nagaur,,2020-21,UNVERIFIED,False,,2015,CEI-IN-0B52E7A16A3E,DUPLICATE_NAME_AFFILIATION
C-56378,S.S. COLLEGE OF EDUCATION,College,Uttar Pradesh,Mainpuri,,2020-21,UNVERIFIED,False,,2014,CEI-IN-2208E47CFECE,DUPLICATE_NAME_AFFILIATION
C-56888,Siddhartha College of Education,College,West Bengal,South 24 Parganas,,2020-21,UNVERIFIED,False,,2015,CEI-IN-9F4E7D34EB38,DUPLICATE_NAME_AFFILIATION
C-57057,Government college of nursing,College,Andhra Pradesh,Sri Potti Sriramulu Nellore,,2020-21,UNVERIFIED,False,,2014,CEI-IN-4BF62D9C5352,DUPLICATE_NAME_AFFILIATION
C-56936,SADHANA DEGREE COLLEGE,College,Karnataka,Bengaluru Urban,,2020-21,UNVERIFIED,False,,2016,CEI-IN-B8E8EDAE39B3,DUPLICATE_NAME_AFFILIATION
C-57037,CHRIST COLLEGE,College,Karnataka,Mysuru,,2020-21,UNVERIFIED,False,,2016,CEI-IN-FAC971AE8FCD,DUPLICATE_NAME_AFFILIATION
C-57093,Modern College,College,Uttar Pradesh,Jhansi,,2020-21,UNVERIFIED,False,,2016,CEI-IN-5CCA999A7D2E,DUPLICATE_NAME_AFFILIATION
C-57888,MGM COLLEGE,College,Nagaland,Dimapur,,2020-21,UNVERIFIED,False,,2016,CEI-IN-FAB37E6DBC6E,DUPLICATE_NAME_AFFILIATION
C-57767,Satyam College of Education,College,Uttar Pradesh,Gautam Buddha Nagar,,2020-21,UNVERIFIED,False,,2008,CEI-IN-83BFF312370A,DUPLICATE_NAME_AFFILIATION
C-57552,Gyan Bharti College of Education,College,Uttar Pradesh,Agra,,2020-21,UNVERIFIED,False,,2016,CEI-IN-0C8C8E14549A,DUPLICATE_NAME_AFFILIATION
C-58269,AKSHARA DEGREE COLLEGE,College,Andhra Pradesh,Kurnool,,2020-21,UNVERIFIED,False,,2017,CEI-IN-CA0CB5FAC0EA,DUPLICATE_NAME_AFFILIATION
C-58035,College of Veterinary Science and Animal Husbandry,College,Madhya Pradesh,Jabalpur,,2020-21,UNVERIFIED,False,,1948,CEI-IN-CA0374D4C202,DUPLICATE_NAME_AFFILIATION
C-58354,COLLEGE OF AGRICULTURE,College,Gujarat,Vadodara,,2020-21,UNVERIFIED,False,,2016,CEI-IN-6E685BA6D667,DUPLICATE_NAME_AFFILIATION
C-58075,SAI COLLEGE OF EDUCATION,College,Punjab,Sangrur,,2020-21,UNVERIFIED,False,,2015,CEI-IN-B729C4621466,DUPLICATE_NAME_AFFILIATION
C-58014,SRI VIVEKANANDA DEGREE COLLEGE,College,Karnataka,Chikkaballapura,,2020-21,UNVERIFIED,False,,2017,CEI-IN-ED96EB89C848,DUPLICATE_NAME_AFFILIATION
C-5855,St. Xavier's College,College,Gujarat,Ahmedabad,,2020-21,UNVERIFIED,False,,1955,CEI-IN-4174BF60E8C4,DUPLICATE_NAME_AFFILIATION
C-58886,FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE,College,Tamil Nadu,Kancheepuram,,2020-21,UNVERIFIED,False,,2010,CEI-IN-EA1A496903FE,DUPLICATE_NAME_AFFILIATION
C-58667,FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE,College,West Bengal,South 24 Parganas,,2020-21,UNVERIFIED,False,,2010,CEI-IN-08D41DC4AAE9,DUPLICATE_NAME_AFFILIATION
C-59527,NATIONAL COLLEGE OF EDUCATION,College,Bihar,Muzaffarpur,,2020-21,UNVERIFIED,False,,2013,CEI-IN-EA9AA6F0D73E,DUPLICATE_NAME_AFFILIATION
C-59436,NATIONAL COLLEGE OF EDUCATION,College,West Bengal,North 24 Parganas,,2020-21,UNVERIFIED,False,,2016,CEI-IN-6402533C9301,DUPLICATE_NAME_AFFILIATION
C-59262,NARAYANA COLLEGE OF EDUCATION,College,Andhra Pradesh,Ananthapuramu,,2020-21,UNVERIFIED,False,,2016,CEI-IN-E62E16BF1930,DUPLICATE_NAME_AFFILIATION
C-59208,S S COLLEGE OF TEACHER EDUCATION,College,Bihar,Patna,,2020-21,UNVERIFIED,False,,2013,CEI-IN-F1FA7D8B786A,DUPLICATE_NAME_AFFILIATION
C-59542,KRISHNA LAW COLLEGE,College,Uttar Pradesh,Prayagraj,,2020-21,UNVERIFIED,False,,2016,CEI-IN-E05BEBB1FBBE,DUPLICATE_NAME_AFFILIATION
C-59830,Institute of Pharmacy,College,Madhya Pradesh,Indore,,2020-21,UNVERIFIED,False,,2016,CEI-IN-8AE007279E03,DUPLICATE_NAME_AFFILIATION
C-60725,CHANAKYA COLLEGE OF EDUCATION,College,Andhra Pradesh,Vizianagaram,,2020-21,UNVERIFIED,False,,2016,CEI-IN-BF763FDD100B,DUPLICATE_NAME_AFFILIATION
C-60742,VIGNAN DEGREE COLLEGE,College,Andhra Pradesh,Kurnool,,2020-21,UNVERIFIED,False,,2017,CEI-IN-612F3B83F890,DUPLICATE_NAME_AFFILIATION
C-60639,COLLEGE OF NURSING,College,Uttar Pradesh,Kanpur Nagar,,2020-21,UNVERIFIED,False,,1975,CEI-IN-8633981FE64F,DUPLICATE_NAME_AFFILIATION
C-61070,VISION DEGREE COLLEGE,College,Karnataka,Bengaluru Urban,,2020-21,UNVERIFIED,False,,2015,CEI-IN-AE06D726A12B,DUPLICATE_NAME_AFFILIATION
C-6115,College of Nursing,College,Gujarat,Ahmedabad,,2020-21,UNVERIFIED,False,,1963,CEI-IN-4D21E59BE3D9,DUPLICATE_NAME_AFFILIATION
C-61313,SRI VANI DEGREE COLLEGE,College,Karnataka,Chikkaballapura,,2020-21,UNVERIFIED,False,,-,CEI-IN-7E617AF570D4,DUPLICATE_NAME_AFFILIATION
C-61797,Government Medical College,College,Rajasthan,Bharatpur,,2020-21,UNVERIFIED,False,,2018,CEI-IN-80923331BF85,DUPLICATE_NAME_AFFILIATION
C-62377,GOVERNMENT COLLEGE OF NURSING,College,Karnataka,Vijayapura,,2020-21,UNVERIFIED,False,,2019,CEI-IN-058264758FA3,DUPLICATE_NAME_AFFILIATION
C-63072,MOTHER THERESA DEGREE COLLEGE,College,Karnataka,Kolar,,2020-21,UNVERIFIED,False,,2018,CEI-IN-E7702D6C62C1,DUPLICATE_NAME_AFFILIATION
C-63053,Government Law College,College,Tamil Nadu,Theni,,2020-21,UNVERIFIED,False,,2019,CEI-IN-5A2EA725A5B6,DUPLICATE_NAME_AFFILIATION
C-63044,Don Bosco College,College,Assam,Chirang,,2020-21,UNVERIFIED,False,,2019,CEI-IN-304CBEB67876,DUPLICATE_NAME_AFFILIATION
C-63613,Nightingale College Of Nursing,College,Telangana,Nalgonda,,2020-21,UNVERIFIED,False,,2017,CEI-IN-C5E1003B4257,DUPLICATE_NAME_AFFILIATION
C-63756,GURUKUL COLLEGE OF EDUCATION,College,Rajasthan,Karauli,,2020-21,UNVERIFIED,False,,2018,CEI-IN-70111B31DBD1,DUPLICATE_NAME_AFFILIATION
C-6382,Vivekananda College,College,Delhi,East,,2020-21,UNVERIFIED,False,,1970,CEI-IN-D3A9113A2CDC,DUPLICATE_NAME_AFFILIATION
C-64549,R S COLLEGE OF EDUCATION,College,Rajasthan,Dausa,,2020-21,UNVERIFIED,False,,2018,CEI-IN-93536425D2CE,DUPLICATE_NAME_AFFILIATION
C-64686,KRISHNA PHARMACY COLLEGE,College,Tamil Nadu,Tiruchirappalli,,2020-21,UNVERIFIED,False,,2019,CEI-IN-DD701C701743,DUPLICATE_NAME_AFFILIATION
C-64590,DON BOSCO COLLEGE,College,Karnataka,Chitradurga,,2020-21,UNVERIFIED,False,,2018,CEI-IN-790B986B17C7,DUPLICATE_NAME_AFFILIATION
C-64602,SIDDHARTHA DEGREE COLLEGE,College,Karnataka,Uttara Kannada,,2020-21,UNVERIFIED,False,,2016,CEI-IN-EF41781D913A,DUPLICATE_NAME_AFFILIATION
C-64641,COLLEGE OF FOOD TECHNOLOGY,College,Gujarat,Banas Kantha,,2020-21,UNVERIFIED,False,,-,CEI-IN-E3ECA7E8BBE4,DUPLICATE_NAME_AFFILIATION
C-64842,ASIAN SCHOOL OF BUSINESS,College,Kerala,Thiruvananthapuram,,2020-21,UNVERIFIED,False,,2019,CEI-IN-3A7EF725A2E0,DUPLICATE_NAME_AFFILIATION
C-64987,SCHOOL OF EDUCATION,College,Madhya Pradesh,Balaghat,,2020-21,UNVERIFIED,False,,2018,CEI-IN-8F51275C91F0,DUPLICATE_NAME_AFFILIATION
C-65393,J P COLLEGE OF PHARMACY,College,Bihar,Nalanda,,2020-21,UNVERIFIED,False,,2020,CEI-IN-C280EBF66F66,DUPLICATE_NAME_AFFILIATION
C-6543,Rathnavel Subramaniam College of Arts and Science,College,Puducherry,Karaikal,,2020-21,UNVERIFIED,False,,2005,CEI-IN-8B86EAD8BD60,DUPLICATE_NAME_AFFILIATION
C-6524,Senthil College of Education,College,Puducherry,Puducherry,,2020-21,UNVERIFIED,False,,2005,CEI-IN-2EE9F76FC848,DUPLICATE_NAME_AFFILIATION
C-6562,Nehru College of Education,College,Puducherry,Puducherry,,2020-21,UNVERIFIED,False,,2005,CEI-IN-FCA0801A8EAE,DUPLICATE_NAME_AFFILIATION
C-65488,SRI VIDYANIKETAN DEGREE COLLEGE,College,Karnataka,Koppal,,2020-21,UNVERIFIED,False,,2019,CEI-IN-91FB7CCBAF05,DUPLICATE_NAME_AFFILIATION
C-6534,RVS College of Education,College,Puducherry,Karaikal,,2020-21,UNVERIFIED,False,,2008,CEI-IN-4B9A91F48BA6,DUPLICATE_NAME_AFFILIATION
C-65261,APOLLO INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,College,Andhra Pradesh,Chittoor,,2020-21,UNVERIFIED,False,,2016,CEI-IN-AA04A95E762B,DUPLICATE_NAME_AFFILIATION
C-66023,OM COLLEGE OF EDUCATION,College,Rajasthan,Alwar,,2020-21,UNVERIFIED,False,,2021,CEI-IN-28596D3E7F13,DUPLICATE_NAME_AFFILIATION
C-66050,JP COLLEGE OF EDUCATION,College,Tamil Nadu,Cuddalore,,2020-21,UNVERIFIED,False,,2014,CEI-IN-C509593B7B3E,DUPLICATE_NAME_AFFILIATION
C-6585,Sri Venkateswara College of Education,College,Puducherry,Karaikal,,2020-21,UNVERIFIED,False,,2007,CEI-IN-C9A70FF22924,DUPLICATE_NAME_AFFILIATION
